Scenario,Total Generation (GWh),Total Daily Cost ($M AUD),Average Spot Price ($/MWh),Carbon Emissions (kt CO2-e),Emission Intensity (t/MWh),Unserved Energy (MWh)
Baseline_2024,176.49544300869357,5.520990994511421,49.80194128787878,119.77222642817193,0.6786137046171349,0.0
Eraring_Retirement_Unfirmed,160.83918201223884,8.222771155579007,131.00661079545455,96.62396919210835,0.6007489467632078,0.0
NSW_Roadmap_2030,166.13436670005248,4.720942812027309,69.5409746120108,85.67735498268483,0.5157112082497123,0.0
